1314,1,39.0,36.0,32.05128205128205,0.488,5.538461538461538,0.372,18.923076923076923,0.757,0.0,43.46153846153846,16.82051282051282,8.153846153846153,4.461538461538462,14.35897435897436,16.871794871794872,88.6,72.5,8.12,23.41,0.76,0.0,0.0,0.0,0.0
1397,2,36.0,31.0,28.75,0.458,8.666666666666666,0.357,15.666666666666666,0.659,0.0,37.72222222222222,17.694444444444443,9.277777777777779,3.3055555555555554,13.166666666666666,20.805555555555557,81.8,70.0,7.84,15.69,2.73,0.0,0.0,0.0,0.0
1257,3,36.0,27.0,25.88888888888889,0.463,7.555555555555555,0.35,13.194444444444445,0.647,0.0,37.166666666666664,15.055555555555555,8.027777777777779,4.944444444444445,13.63888888888889,18.305555555555557,72.5,61.5,8.0,7.15,11.85,0.0,0.0,0.0,0.0
1450,4,35.0,26.0,23.285714285714285,0.475,6.114285714285714,0.368,13.742857142857142,0.728,0.0,29.82857142857143,13.771428571428572,6.228571428571429,2.914285714285714,10.228571428571428,15.257142857142858,66.4,56.4,6.35,0.1,16.25,0.0,0.0,0.0,0.0
1323,5,33.0,25.0,27.696969696969695,0.454,8.303030303030303,0.405,15.333333333333334,0.738,0.0,41.54545454545455,18.424242424242426,6.212121212121212,3.787878787878788,13.0,15.06060606060606,79.0,69.6,7.03,13.12,3.03,0.0,0.0,0.0,0.0
1328,6,35.0,23.0,23.742857142857144,0.442,6.285714285714286,0.348,14.17142857142857,0.681,0.0,35.42857142857143,12.457142857142857,6.457142857142857,3.857142857142857,12.885714285714286,17.0,67.9,63.8,7.85,3.36,8.61,0.0,0.0,0.0,0.0
1139,7,34.0,30.0,22.823529411764707,0.449,9.382352941176471,0.38,13.764705882352942,0.737,0.0,29.88235294117647,13.088235294117647,6.5,2.4411764705882355,10.352941176470589,17.294117647058822,68.8,58.4,2.64,2.38,10.63,0.0,0.0,0.0,0.0
1231,8,33.0,25.0,25.424242424242426,0.463,6.696969696969697,0.349,17.484848484848484,0.759,0.0,37.78787878787879,13.212121212121213,7.0606060606060606,3.787878787878788,13.606060606060606,17.424242424242426,75.0,65.3,6.08,10.93,4.85,0.0,0.0,0.0,0.0
1116,9,35.0,23.0,26.742857142857144,0.468,5.914285714285715,0.341,14.685714285714285,0.678,0.0,36.4,14.428571428571429,6.885714285714286,5.2,15.17142857142857,18.914285714285715,74.1,68.3,6.73,6.67,5.81,0.0,0.0,0.0,0.0
1375,10,33.0,26.0,25.454545454545453,0.474,6.666666666666667,0.362,17.515151515151516,0.704,0.0,37.0,15.424242424242424,6.090909090909091,3.0303030303030303,13.848484848484848,17.242424242424242,75.1,65.4,-1.21,5.46,2.3,0.0,0.0,0.0,0.0
1386,11,34.0,21.0,25.264705882352942,0.477,7.264705882352941,0.386,15.264705882352942,0.726,0.0,31.941176470588236,14.764705882352942,7.117647058823529,4.529411764705882,12.705882352941176,17.58823529411765,73.1,67.4,3.98,6.05,3.58,0.0,0.0,0.0,0.0
